TEAM_NAME,SEASON,Wins,Losses,PACE,OFF_RATING,DEF_RATING,NET_RATING,TS_PCT,FGM,FGA,FG3M,FG3A,FG%,FG3%,FG2M,FG2A,2P%
Philadelphia 76ers,2011-12,35,31,90.68,102.7,98.2,4.6,0.511,2471,5516,349,963,44.8,36.24,2122,4553,46.61
Philadelphia 76ers,2012-13,34,48,91.88,101,104.7,-3.7,0.509,3059,6895,518,1438,44.37,36.02,2541,5457,46.56
Philadelphia 76ers,2013-14,19,63,99.74,99,109,-10,0.51,3108,7150,577,1847,43.47,31.24,2531,5303,47.73
Philadelphia 76ers,2014-15,18,64,96.45,94.9,103.9,-9,0.494,2765,6777,692,2160,40.8,32.04,2073,4617,44.9
Philadelphia 76ers,2015-16,10,72,98.44,98.4,108.6,-10.2,0.519,2970,6887,764,2255,43.12,33.88,2206,4632,47.63
Philadelphia 76ers,2016-17,28,54,99.07,102.7,108.2,-5.5,0.539,3088,6992,831,2443,44.16,34.02,2257,4549,49.62
Philadelphia 76ers,2017-18,52,30,100.75,108.5,103.9,4.6,0.568,3349,7098,901,2445,47.18,36.85,2448,4653,52.61
Philadelphia 76ers,2018-19,51,31,102.59,111.6,109,2.6,0.574,3407,7233,889,2474,47.1,35.93,2518,4759,52.91
Philadelphia 76ers,2019-20,43,30,99.59,110.7,108.4,2.3,0.566,3000,6417,848,2307,46.75,36.76,2152,4110,52.36
Philadelphia 76ers,2020-21,49,23,100.12,112.5,107,5.5,0.579,2981,6257,811,2169,47.64,37.39,2170,4088,53.08
Philadelphia 76ers,2021-22,51,31,96.71,113,110.2,2.8,0.578,3230,6932,950,2608,46.6,36.43,2280,4324,52.73
Philadelphia 76ers,2022-23,54,28,97.44,117,112.7,4.4,0.608,3347,6870,1035,2675,48.72,38.69,2312,4195,55.11
Philadelphia 76ers,2023-24,47,35,98.17,116.2,113,3.1,0.574,3404,7331,992,2733,46.43,36.3,2412,4598,52.46
Phoenix Suns,2000-01,51,31,94.41,98.9,96.7,2.3,0.506,2944,6757,332,1054,43.57,31.5,2612,5703,45.8
Phoenix Suns,2001-02,36,46,92.74,101.8,102.6,-0.7,0.51,3097,6934,358,1096,44.66,32.66,2739,5838,46.92
Phoenix Suns,2002-03,44,38,92.59,102.6,101.3,1.3,0.514,3005,6776,394,1149,44.35,34.29,2611,5627,46.4
Phoenix Suns,2003-04,29,53,93.72,100.3,104.2,-3.8,0.515,2958,6671,415,1202,44.34,34.53,2543,5469,46.5
Phoenix Suns,2004-05,62,20,97.35,112.7,105.7,7,0.571,3351,7018,796,2026,47.75,39.29,2555,4992,51.18
Phoenix Suns,2005-06,54,28,96.92,110.2,104.7,5.4,0.568,3430,7167,837,2097,47.86,39.91,2593,5070,51.14
Phoenix Suns,2006-07,61,21,96.45,112.9,105.5,7.4,0.59,3388,6855,785,1965,49.42,39.95,2603,4890,53.23
Phoenix Suns,2007-08,55,27,97.72,112,107,5,0.59,3392,6782,694,1764,50.01,39.34,2698,5018,53.77
Phoenix Suns,2008-09,46,36,96.99,112.4,110.4,2,0.584,3373,6695,553,1445,50.38,38.27,2820,5250,53.71
Phoenix Suns,2009-10,54,28,96.43,113.9,109.1,4.8,0.585,3339,6788,730,1770,49.19,41.24,2609,5018,51.99
Phoenix Suns,2010-11,40,42,95.18,108.6,109.4,-0.8,0.559,3219,6844,701,1857,47.03,37.75,2518,4987,50.49
Phoenix Suns,2011-12,33,33,93.61,105.2,105.2,-0.1,0.536,2495,5445,444,1295,45.82,34.29,2051,4150,49.42
Phoenix Suns,2012-13,25,57,94.48,100.2,106.9,-6.7,0.512,3061,6917,480,1455,44.25,32.99,2581,5462,47.25
Phoenix Suns,2013-14,48,34,96.83,108.2,105.6,2.6,0.558,3172,6845,765,2055,46.34,37.23,2407,4790,50.25
Phoenix Suns,2014-15,39,43,97.2,104.2,105.3,-1.1,0.537,3178,7038,698,2048,45.15,34.08,2480,4990,49.7
Phoenix Suns,2015-16,23,59,99.39,101.5,107.9,-6.5,0.526,3051,7018,738,2118,43.47,34.84,2313,4900,47.2
Phoenix Suns,2016-17,24,58,100.85,106.1,111.3,-5.2,0.538,3270,7260,615,1854,45.04,33.17,2655,5406,49.11
Phoenix Suns,2017-18,21,61,101.14,102.8,111.7,-9,0.532,3153,7141,763,2286,44.15,33.38,2390,4855,49.23
Phoenix Suns,2018-19,19,63,101.15,105.3,114.2,-8.9,0.552,3289,7164,790,2400,45.91,32.92,2499,4764,52.46
Phoenix Suns,2019-20,34,39,101.74,111.3,110.8,0.5,0.576,3006,6429,831,2320,46.76,35.82,2175,4109,52.93
Phoenix Suns,2020-21,51,21,98,116.3,110.4,5.9,0.597,3118,6357,940,2490,49.05,37.75,2178,3867,56.32
Phoenix Suns,2021-22,64,18,100.26,114.2,106.8,7.5,0.581,3581,7389,951,2616,48.46,36.35,2630,4773,55.1
Phoenix Suns,2022-23,45,37,98.83,114.5,112.3,2.2,0.57,3453,7388,1001,2674,46.74,37.43,2452,4714,52.02
Phoenix Suns,2023-24,49,33,99,116.8,113.7,3.1,0.603,3482,7063,1020,2671,49.3,38.19,2462,4392,56.06
Portland Trail Blazers,2000-01,50,32,90.53,104.7,100.5,4.2,0.539,3004,6417,369,1057,46.81,34.91,2635,5360,49.16
Portland Trail Blazers,2001-02,49,33,90.55,105.9,102.6,3.3,0.528,3004,6671,466,1318,45.03,35.36,2538,5353,47.41
Portland Trail Blazers,2002-03,50,32,90.44,104.2,101.5,2.7,0.531,2987,6491,379,1150,46.02,32.96,2608,5341,48.83
Portland Trail Blazers,2003-04,41,41,87.54,102.1,103.5,-1.5,0.515,2898,6467,381,1102,44.81,34.57,2517,5365,46.92
Portland Trail Blazers,2004-05,27,55,91.05,101.9,106.1,-4.3,0.524,2896,6422,420,1161,45.09,36.18,2476,5261,47.06
Portland Trail Blazers,2005-06,21,61,88.88,99.7,110.3,-10.7,0.511,2791,6267,364,1042,44.53,34.93,2427,5225,46.45
Portland Trail Blazers,2006-07,32,50,89.36,103.8,108.6,-4.8,0.53,2874,6392,426,1232,44.96,34.58,2448,5160,47.44
Portland Trail Blazers,2007-08,41,41,89.1,105.9,106.8,-0.8,0.532,2935,6546,538,1426,44.84,37.73,2397,5120,46.82
Portland Trail Blazers,2008-09,54,28,88.02,112.1,106.1,6,0.553,3018,6494,596,1555,46.47,38.33,2422,4939,49.04
Portland Trail Blazers,2009-10,50,32,88.64,109.6,106.1,3.5,0.547,2974,6453,491,1388,46.09,35.37,2483,5065,49.02
Portland Trail Blazers,2010-11,48,34,89.13,107.3,105.7,1.6,0.533,2951,6599,518,1503,44.72,34.46,2433,5096,47.74
Portland Trail Blazers,2011-12,28,38,92.24,104.4,105.3,-0.9,0.531,2402,5417,478,1382,44.34,34.59,1924,4035,47.68
Portland Trail Blazers,2012-13,33,49,92.46,104.5,107.9,-3.4,0.536,3009,6715,673,1904,44.81,35.35,2336,4811,48.56
Portland Trail Blazers,2013-14,54,28,95.9,110.4,106.2,4.2,0.548,3207,7134,770,2071,44.95,37.18,2437,5063,48.13
Portland Trail Blazers,2014-15,51,31,95.06,107.1,102.8,4.3,0.544,3175,7049,807,2231,45.04,36.17,2368,4818,49.15
Portland Trail Blazers,2015-16,44,38,97.06,107.6,106.8,0.8,0.548,3167,7040,864,2336,44.99,36.99,2303,4704,48.96
Portland Trail Blazers,2016-17,41,41,97.38,109.4,110,-0.6,0.559,3243,7059,852,2272,45.94,37.5,2391,4787,49.95
Portland Trail Blazers,2017-18,49,33,97.11,108.4,105.7,2.7,0.549,3222,7132,845,2308,45.18,36.61,2377,4824,49.27
Portland Trail Blazers,2018-19,53,29,99.96,113.7,109.5,4.2,0.568,3470,7427,904,2520,46.72,35.87,2566,4907,52.29
Portland Trail Blazers,2019-20,35,39,101.17,113.2,114.3,-1.1,0.57,3122,6749,952,2525,46.26,37.7,2170,4224,51.37
Portland Trail Blazers,2020-21,42,30,98.97,117.1,115.3,1.8,0.577,2973,6558,1132,2939,45.33,38.52,1841,3619,50.87
Portland Trail Blazers,2021-22,27,55,98.74,107.3,116.3,-9.1,0.55,3161,7144,1043,3017,44.25,34.57,2118,4127,51.32
Portland Trail Blazers,2022-23,33,49,99.25,114,118,-4,0.589,3317,7001,1056,2893,47.38,36.5,2261,4108,55.04
Portland Trail Blazers,2023-24,21,61,97.88,107.6,116.6,-9,0.539,3227,7356,939,2723,43.87,34.48,2288,4633,49.38
Sacramento Kings,2000-01,55,27,95.61,104.2,98.5,5.7,0.529,3132,6969,479,1353,44.94,35.4,2653,5616,47.24
Sacramento Kings,2001-02,61,21,96.74,107.9,99.7,8.1,0.539,3267,7003,426,1160,46.65,36.72,2841,5843,48.62
Sacramento Kings,2002-03,59,23,96.63,104.4,97.8,6.6,0.535,3242,6990,491,1288,46.38,38.12,2751,5702,48.25
Sacramento Kings,2003-04,55,27,94.25,108.6,103.2,5.4,0.554,3103,6711,601,1498,46.24,40.12,2502,5213,48
Sacramento Kings,2004-05,50,32,94.52,108.8,106.5,2.3,0.541,3203,6978,522,1396,45.9,37.39,2681,5582,48.03
Sacramento Kings,2005-06,44,38,93.26,105.3,103.5,1.8,0.544,2954,6500,494,1408,45.45,35.09,2460,5092,48.31
Sacramento Kings,2006-07,33,49,95.83,105.1,106.7,-1.6,0.545,2941,6532,530,1513,45.02,35.03,2411,5019,48.04
Sacramento Kings,2007-08,38,44,95.81,106.2,108.6,-2.4,0.556,3043,6558,510,1367,46.4,37.31,2533,5191,48.8
Sacramento Kings,2008-09,17,65,95.29,104.4,113.4,-9,0.542,2990,6685,586,1594,44.73,36.76,2404,5091,47.22
Sacramento Kings,2009-10,25,57,94.78,104.4,109.1,-4.7,0.528,3144,6895,482,1383,45.6,34.85,2662,5512,48.29
Sacramento Kings,2010-11,24,58,95.76,102.9,108.4,-5.5,0.519,3134,6979,428,1277,44.91,33.52,2706,5702,47.46
Sacramento Kings,2011-12,22,44,95.56,102.9,108.7,-5.8,0.51,2490,5712,411,1301,43.59,31.59,2079,4411,47.13
Sacramento Kings,2012-13,28,54,94.65,105.3,110,-4.7,0.532,3086,6904,610,1681,44.7,36.29,2476,5223,47.41
Sacramento Kings,2013-14,28,54,95.04,105.1,107.8,-2.7,0.532,3026,6766,491,1475,44.72,33.29,2535,5291,47.91
Sacramento Kings,2014-15,29,53,96.16,104.5,108.2,-3.7,0.542,3010,6617,461,1350,45.49,34.15,2549,5267,48.4
Sacramento Kings,2015-16,33,49,100.66,105.3,107.6,-2.3,0.546,3283,7083,660,1839,46.35,35.89,2623,5244,50.02
Sacramento Kings,2016-17,32,50,95.42,106.6,110.8,-4.2,0.556,3105,6734,737,1960,46.11,37.6,2368,4774,49.6
Sacramento Kings,2017-18,27,55,95.5,103.1,110.4,-7.3,0.529,3179,7063,738,1967,45.01,37.52,2441,5096,47.9
Sacramento Kings,2018-19,39,43,103.88,109.6,110.8,-1.2,0.554,3541,7637,927,2455,46.37,37.76,2614,5182,50.44
Sacramento Kings,2019-20,31,41,99.6,109.5,111.4,-1.9,0.566,2943,6364,914,2511,46.24,36.4,2029,3853,52.66
Sacramento Kings,2020-21,31,41,100.71,112.7,116.5,-3.8,0.578,3067,6382,874,2400,48.06,36.42,2193,3982,55.07
Sacramento Kings,2021-22,30,52,100.1,109.6,114.8,-5.2,0.561,3321,7223,937,2722,45.98,34.42,2384,4501,52.97
Sacramento Kings,2022-23,48,34,100.99,118.6,116,2.6,0.608,3573,7232,1128,3060,49.41,36.86,2445,4172,58.6
Sacramento Kings,2023-24,46,36,99.46,116.2,114.4,1.8,0.582,3553,7455,1178,3219,47.66,36.6,2375,4236,56.07
San Antonio Spurs,2000-01,58,24,90.87,105,96.6,8.3,0.541,2884,6262,445,1094,46.06,40.68,2439,5168,47.19
San Antonio Spurs,2001-02,58,24,91.06,105.4,98.5,6.9,0.539,2913,6363,438,1211,45.78,36.17,2475,5152,48.04
San Antonio Spurs,2002-03,60,22,91.46,103.9,98.1,5.8,0.541,2908,6297,449,1270,46.18,35.35,2459,5027,48.92
San Antonio Spurs,2003-04,57,25,90.23,101,93.1,7.9,0.511,2842,6434,408,1140,44.17,35.79,2434,5294,45.98
San Antonio Spurs,2004-05,59,23,89.96,106.1,97.8,8.3,0.534,2923,6450,507,1395,45.32,36.34,2416,5055,47.79
San Antonio Spurs,2005-06,63,19,89.41,106.2,98.7,7.5,0.546,2993,6342,524,1362,47.19,38.47,2469,4980,49.58
San Antonio Spurs,2006-07,58,24,90.22,108.6,99.4,9.2,0.561,2999,6328,595,1561,47.39,38.12,2404,4767,50.43
San Antonio Spurs,2007-08,56,26,89.72,106,100.7,5.3,0.543,2938,6424,594,1610,45.73,36.89,2344,4814,48.69
San Antonio Spurs,2008-09,54,28,89.19,107.6,103.4,4.2,0.548,3042,6534,625,1620,46.56,38.58,2417,4914,49.19
San Antonio Spurs,2009-10,50,32,92.26,109.3,103.9,5.4,0.552,3150,6659,554,1547,47.3,35.81,2596,5112,50.78
San Antonio Spurs,2010-11,61,21,93.34,110.5,104.4,6.1,0.567,3148,6628,685,1727,47.5,39.66,2463,4901,50.26
San Antonio Spurs,2011-12,50,16,93.67,110,102.3,7.7,0.562,2611,5463,552,1405,47.79,39.29,2059,4058,50.74
San Antonio Spurs,2012-13,58,24,95.31,107,100.3,6.7,0.568,3210,6675,663,1764,48.09,37.59,2547,4911,51.86
San Antonio Spurs,2013-14,62,20,95.87,109.5,101.4,8.1,0.571,3326,6844,698,1757,48.6,39.73,2628,5087,51.66
San Antonio Spurs,2014-15,55,27,94.45,107.6,101.4,6.3,0.555,3208,6854,677,1847,46.8,36.65,2531,5007,50.55
San Antonio Spurs,2015-16,67,15,94.54,109.3,98.2,11.1,0.564,3289,6797,570,1518,48.39,37.55,2719,5279,51.51
San Antonio Spurs,2016-17,61,21,94.86,110.3,102.9,7.4,0.564,3222,6864,753,1927,46.94,39.08,2469,4937,50.01
San Antonio Spurs,2017-18,47,35,95.7,107.1,104.1,3,0.543,3202,6999,696,1977,45.75,35.2,2506,5022,49.9
San Antonio Spurs,2018-19,48,34,98.88,112.2,110.6,1.6,0.572,3468,7248,812,2071,47.85,39.21,2656,5177,51.3
San Antonio Spurs,2019-20,32,39,101.14,111.7,112.6,-0.9,0.572,2995,6350,760,2021,47.17,37.61,2235,4329,51.63
San Antonio Spurs,2020-21,33,39,99.45,110.5,112,-1.5,0.554,3014,6518,716,2046,46.24,35,2298,4472,51.39
San Antonio Spurs,2021-22,34,48,100.51,111.9,111.7,0.2,0.556,3546,7601,925,2626,46.65,35.22,2621,4975,52.68
San Antonio Spurs,2022-23,22,60,102.07,109.7,119.6,-9.9,0.554,3533,7593,911,2640,46.53,34.51,2622,4953,52.94
San Antonio Spurs,2023-24,22,60,101.8,109.3,115.6,-6.4,0.563,3438,7436,1036,2983,46.23,34.73,2402,4453,53.94
Toronto Raptors,2000-01,47,35,92.22,104.4,102,2.3,0.51,3048,6972,429,1164,43.72,36.86,2619,5808,45.09
Toronto Raptors,2001-02,42,40,90.02,101.1,101.7,-0.6,0.501,2919,6727,387,1109,43.39,34.9,2532,5618,45.07
Toronto Raptors,2002-03,24,58,91.01,99.3,105.6,-6.3,0.497,2847,6664,409,1193,42.72,34.28,2438,5471,44.56
Toronto Raptors,2003-04,33,49,88.24,95.3,98.8,-3.4,0.495,2654,6348,461,1294,41.81,35.63,2193,5054,43.39
Toronto Raptors,2004-05,33,49,94.01,105.4,107.2,-1.8,0.539,2952,6656,648,1681,44.35,38.55,2304,4975,46.31
Toronto Raptors,2005-06,27,55,92.33,107.9,111.2,-3.2,0.548,3013,6639,608,1620,45.38,37.53,2405,5019,47.92
Toronto Raptors,2006-07,47,35,93.86,105.7,104.4,1.2,0.55,3032,6547,531,1464,46.31,36.27,2501,5083,49.2
Toronto Raptors,2007-08,41,41,91.35,108.9,105.6,3.3,0.551,3148,6726,572,1459,46.8,39.2,2576,5267,48.91
Toronto Raptors,2008-09,33,49,93.26,105.5,108.6,-3,0.542,3054,6673,479,1289,45.77,37.16,2575,5384,47.83
Toronto Raptors,2009-10,40,42,93.94,110.2,112.2,-2,0.564,3199,6631,518,1397,48.24,37.08,2681,5234,51.22
Toronto Raptors,2010-11,22,60,93.78,105.2,111.7,-6.5,0.533,3144,6755,345,1091,46.54,31.62,2799,5664,49.42
Toronto Raptors,2011-12,23,43,90.19,99.6,103.6,-3.9,0.518,2268,5154,365,1075,44,33.95,1903,4079,46.65
Toronto Raptors,2012-13,34,48,91.26,105,106.4,-1.4,0.532,2979,6685,571,1665,44.56,34.29,2408,5020,47.97
Toronto Raptors,2013-14,48,34,92.48,107.9,104.6,3.3,0.545,2992,6718,713,1917,44.54,37.19,2279,4801,47.47
Toronto Raptors,2014-15,49,33,93.46,110.2,107.1,3.1,0.553,3108,6829,726,2060,45.51,35.24,2382,4769,49.95
Toronto Raptors,2015-16,56,26,93.35,109.3,104.8,4.4,0.552,3006,6669,708,1915,45.07,36.97,2298,4754,48.34
Toronto Raptors,2016-17,51,31,95.41,111.4,107.1,4.3,0.561,3211,6918,725,1996,46.42,36.32,2486,4922,50.51
Toronto Raptors,2017-18,59,23,98.02,113,105.3,7.7,0.575,3383,7169,968,2705,47.19,35.79,2415,4464,54.1
Toronto Raptors,2018-19,58,24,100.51,112.6,106.8,5.8,0.579,3460,7305,1015,2771,47.36,36.63,2445,4534,53.93
Toronto Raptors,2019-20,53,19,101.19,110.8,104.7,6.1,0.574,2897,6331,995,2663,45.76,37.36,1902,3668,51.85
Toronto Raptors,2020-21,27,45,99.57,111.6,112,-0.4,0.567,2859,6383,1041,2831,44.79,36.77,1818,3552,51.18
Toronto Raptors,2021-22,48,34,96.63,112.1,109.9,2.2,0.543,3332,7489,979,2808,44.49,34.86,2353,4681,50.27
Toronto Raptors,2022-23,41,41,97.85,114.6,113.1,1.5,0.555,3434,7489,880,2626,45.85,33.51,2554,4863,52.52
Toronto Raptors,2023-24,25,57,99.91,111.8,118.1,-6.3,0.566,3466,7356,942,2712,47.12,34.73,2524,4644,54.35
Utah Jazz,2000-01,53,29,91.08,106.1,100.9,5.2,0.546,2960,6289,325,852,47.07,38.15,2635,5437,48.46
Utah Jazz,2001-02,44,38,91.75,103.8,102.9,0.9,0.529,2869,6374,280,842,45.01,33.25,2589,5532,46.8
Utah Jazz,2002-03,47,35,90.78,103.7,101.1,2.6,0.537,2894,6189,224,641,46.76,34.95,2670,5548,48.13
Utah Jazz,2003-04,42,40,88.26,100,101.3,-1.3,0.509,2690,6172,252,786,43.58,32.06,2438,5386,45.27
Utah Jazz,2004-05,26,56,90.02,102.9,107.3,-4.4,0.522,2828,6301,250,762,44.88,32.81,2578,5539,46.54
Utah Jazz,2005-06,41,41,89.4,102.4,105.1,-2.7,0.519,2744,6207,311,925,44.21,33.62,2433,5282,46.06
Utah Jazz,2006-07,51,31,92.81,108.6,105.6,3,0.551,3069,6471,354,1056,47.43,33.52,2715,5415,50.14
Utah Jazz,2007-08,54,28,94.64,112.1,104.9,7.2,0.573,3279,6592,407,1095,49.74,37.17,2872,5497,52.25
Utah Jazz,2008-09,48,34,94.47,108.5,105.8,2.7,0.554,3143,6623,392,1122,47.46,34.94,2751,5501,50.01
Utah Jazz,2009-10,53,29,94.68,109.7,104,5.7,0.565,3227,6575,439,1207,49.08,36.37,2788,5368,51.94
Utah Jazz,2010-11,39,43,92.03,107,108.8,-1.8,0.544,3064,6590,435,1256,46.49,34.63,2629,5334,49.29
Utah Jazz,2011-12,36,30,92.53,105.5,104.9,0.5,0.525,2523,5531,273,845,45.62,32.31,2250,4686,48.02
Utah Jazz,2012-13,43,39,92.05,105.4,105.6,-0.2,0.533,3046,6710,507,1385,45.39,36.61,2539,5325,47.68
Utah Jazz,2013-14,25,57,92.32,102.4,110.1,-7.6,0.523,2951,6652,543,1577,44.36,34.43,2408,5075,47.45
Utah Jazz,2014-15,38,44,91.1,104.2,104.1,0.1,0.531,2900,6492,610,1781,44.67,34.25,2290,4711,48.61
Utah Jazz,2015-16,40,42,91.66,105,103.2,1.8,0.54,2957,6593,694,1956,44.85,35.48,2263,4637,48.8
Utah Jazz,2016-17,51,31,92.09,109,104.7,4.3,0.563,3033,6515,791,2128,46.55,37.17,2242,4387,51.11
Utah Jazz,2017-18,48,34,96.58,107.4,103,4.4,0.564,3139,6797,887,2425,46.18,36.58,2252,4372,51.51
Utah Jazz,2018-19,50,32,100.84,110.3,105.3,5,0.572,3314,7082,993,2789,46.79,35.6,2321,4293,54.06
Utah Jazz,2019-20,44,28,99.15,111.8,109.3,2.5,0.585,2886,6130,963,2537,47.08,37.96,1923,3593,53.52
Utah Jazz,2020-21,52,20,99.37,116.5,107.5,9,0.597,2971,6344,1205,3098,46.83,38.9,1766,3246,54.41
Utah Jazz,2021-22,49,33,97.5,116.2,110,6.2,0.589,3327,7067,1192,3308,47.08,36.03,2135,3759,56.8
Utah Jazz,2022-23,37,45,101.02,115.3,116,-0.7,0.584,3485,7365,1094,3099,47.32,35.3,2391,4266,56.05
Utah Jazz,2023-24,31,51,100.26,114.5,119.6,-5.1,0.579,3443,7371,1060,2993,46.71,35.42,2383,4378,54.43
Washington Wizards,2000-01,19,63,93.97,99.4,106.2,-6.8,0.514,2833,6453,275,848,43.9,32.43,2558,5605,45.64
Washington Wizards,2001-02,37,45,89.93,102.9,104.5,-1.6,0.508,2938,6664,305,786,44.09,38.8,2633,5878,44.79
Washington Wizards,2002-03,37,45,89.46,101.5,102.6,-1.1,0.513,2816,6394,253,811,44.04,31.2,2563,5583,45.91
Washington Wizards,2003-04,25,57,93.9,97.2,102.9,-5.7,0.5,2759,6557,434,1270,42.08,34.17,2325,5287,43.98
Washington Wizards,2004-05,45,37,94.8,105.4,105.9,-0.4,0.523,2966,6794,514,1498,43.66,34.31,2452,5296,46.3
Washington Wizards,2005-06,42,40,93.68,107.7,105.8,1.9,0.538,2975,6656,497,1394,44.7,35.65,2478,5262,47.09
Washington Wizards,2006-07,41,41,95.33,108.7,109.1,-0.4,0.542,3070,6820,561,1614,45.01,34.76,2509,5206,48.19
Washington Wizards,2007-08,43,39,90.85,107.6,107.9,-0.3,0.535,2986,6695,575,1614,44.6,35.63,2411,5081,47.45
Washington Wizards,2008-09,19,63,92.26,104,112.1,-8.1,0.524,2994,6655,395,1198,44.99,32.97,2599,5457,47.63
Washington Wizards,2009-10,26,56,92.6,103.1,108.3,-5.3,0.524,3008,6700,432,1225,44.9,35.27,2576,5475,47.05
Washington Wizards,2010-11,23,59,94.76,101.3,109.1,-7.8,0.513,3048,6888,392,1182,44.25,33.16,2656,5706,46.55
Washington Wizards,2011-12,20,46,93.59,100,104.9,-5,0.508,2414,5475,344,1075,44.09,32,2070,4400,47.05
Washington Wizards,2012-13,29,53,93.23,99.3,101.6,-2.3,0.512,2910,6693,545,1495,43.48,36.45,2365,5198,45.5
Washington Wizards,2013-14,44,38,94.18,104.9,103.6,1.3,0.538,3177,6920,647,1704,45.91,37.97,2530,5216,48.5
Washington Wizards,2014-15,46,36,94.29,103,102.4,0.6,0.534,3139,6790,497,1381,46.23,35.99,2642,5409,48.84
Washington Wizards,2015-16,41,41,99.16,104.5,105.1,-0.5,0.544,3238,7033,709,1983,46.04,35.75,2529,5050,50.08
Washington Wizards,2016-17,49,33,97.94,110.4,108.8,1.7,0.564,3388,7137,756,2030,47.47,37.24,2632,5107,51.54
Washington Wizards,2017-18,43,39,97.67,108.1,107.7,0.4,0.56,3275,7018,814,2173,46.67,37.46,2461,4845,50.79
Washington Wizards,2018-19,32,50,102.23,110.2,112.9,-2.7,0.567,3456,7387,930,2731,46.78,34.05,2526,4656,54.25
Washington Wizards,2019-20,25,47,103.38,110.2,114.7,-4.5,0.562,2990,6544,864,2345,45.69,36.84,2126,4199,50.63
Washington Wizards,2020-21,34,38,104.67,110.7,112.3,-1.6,0.569,3108,6547,733,2088,47.47,35.11,2375,4459,53.26
Washington Wizards,2021-22,35,47,97.8,110.2,113.6,-3.4,0.568,3327,7056,860,2512,47.15,34.24,2467,4544,54.29
Washington Wizards,2022-23,35,47,99.16,113.7,114.9,-1.2,0.585,3456,7127,925,2601,48.49,35.56,2531,4526,55.92
Washington Wizards,2023-24,15,67,103.07,110.2,118.9,-8.7,0.567,3523,7493,1015,2915,47.02,34.82,2508,4578,54.78
