TEAM_NAME,FGM,FGA,FG3M,FG3A,FG%,FG3%,FG2M,FG2A,2P%,SEASON
Boston Celtics,3168,6977,985,2741,45.406335101046295,35.93578985771616,2183,4236,51.53446647780925,2016-17
Brooklyn Nets,3102,6987,877,2591,44.39673679690854,33.84793516016982,2225,4396,50.614194722474984,2016-17
Charlotte Hornets,3093,7000,824,2347,44.18571428571428,35.10864933958245,2269,4653,48.76423812594025,2016-17
Chicago Bulls,3169,7141,623,1831,44.377538159921585,34.02512288367013,2546,5310,47.94726930320151,2016-17
Cleveland Cavaliers,3275,6963,1067,2779,47.03432428550912,38.39510615329255,2208,4184,52.77246653919694,2016-17
Dallas Mavericks,2968,6750,878,2473,43.97037037037037,35.50343712090579,2090,4277,48.866027589431845,2016-17
Denver Nuggets,3377,7194,870,2365,46.94189602446483,36.78646934460888,2507,4829,51.91551045765169,2016-17
Detroit Pistons,3269,7282,631,1915,44.89151332051634,32.95039164490861,2638,5367,49.15222656977827,2016-17
Golden State Warriors,3532,7140,982,2562,49.46778711484594,38.32943013270882,2550,4578,55.70117955439057,2016-17
Houston Rockets,3305,7152,1181,3306,46.21085011185682,35.72292800967937,2124,3846,55.22620904836193,2016-17
Indiana Pacers,3221,6931,709,1885,46.47237050930602,37.61273209549071,2512,5046,49.78200554894966,2016-17
LA Clippers,3242,6820,841,2245,47.536656891495596,37.46102449888642,2401,4575,52.4808743169399,2016-17
Los Angeles Lakers,3224,7164,730,2110,45.00279173646008,34.59715639810427,2494,5054,49.34705184012663,2016-17
Memphis Grizzlies,2984,6854,767,2169,43.536620951269335,35.361917934532045,2217,4685,47.32123799359658,2016-17
Miami Heat,3202,7037,808,2213,45.50234474918289,36.51152281970177,2394,4824,49.62686567164179,2016-17
Milwaukee Bucks,3182,6715,720,1946,47.386448250186156,36.99897225077081,2462,4769,51.625078632837074,2016-17
Minnesota Timberwolves,3235,6922,601,1723,46.73504767408264,34.881021474172954,2634,5199,50.66358915175996,2016-17
New Orleans Pelicans,3210,7130,768,2196,45.02103786816269,34.97267759562842,2442,4934,49.49331171463316,2016-17
New York Knicks,3244,7256,704,2022,44.707828004410146,34.817012858555884,2540,5234,48.528849828047385,2016-17
Oklahoma City Thunder,3237,7169,692,2116,45.15274096805691,32.70321361058601,2545,5053,50.36611913714625,2016-17
Orlando Magic,3139,7133,701,2139,44.00672928641525,32.77232351566152,2438,4994,48.818582298758514,2016-17
Philadelphia 76ers,3088,6992,831,2443,44.16475972540046,34.01555464592714,2257,4549,49.61530006594856,2016-17
Phoenix Suns,3270,7260,615,1854,45.04132231404959,33.17152103559871,2655,5406,49.112097669256386,2016-17
Portland Trail Blazers,3243,7059,852,2272,45.94135146621334,37.5,2391,4787,49.947775224566534,2016-17
Sacramento Kings,3105,6734,737,1960,46.10929610929611,37.60204081632653,2368,4774,49.602010892333475,2016-17
San Antonio Spurs,3222,6864,753,1927,46.94055944055944,39.07628437986507,2469,4937,50.010127607859026,2016-17
Toronto Raptors,3211,6918,725,1996,46.415148886961546,36.322645290581164,2486,4922,50.50792360828932,2016-17
Utah Jazz,3033,6515,791,2128,46.554105909439755,37.17105263157895,2242,4387,51.10553909277411,2016-17
Washington Wizards,3388,7137,756,2030,47.47092615945075,37.24137931034483,2632,5107,51.53710593303309,2016-17
Atlanta Hawks,3130,7015,917,2544,44.61867426942266,36.04559748427673,2213,4471,49.496756877656004,2017-18
Boston Celtics,3141,6975,939,2492,45.03225806451613,37.68057784911718,2202,4483,49.118893598037026,2017-18
Brooklyn Nets,3136,7114,1041,2924,44.08209165026708,35.601915184678525,2095,4190,50.0,2017-18
Charlotte Hornets,3197,7106,824,2233,44.990149169715735,36.90103000447828,2373,4873,48.696901292838085,2017-18
Chicago Bulls,3170,7285,906,2549,43.51407000686342,35.543350333464105,2264,4736,47.80405405405405,2017-18
Cleveland Cavaliers,3311,6950,981,2636,47.64028776978417,37.2154779969651,2330,4314,54.010199350950394,2017-18
Dallas Mavericks,3128,7042,967,2688,44.419199091167286,35.97470238095239,2161,4354,49.63252181901699,2017-18
Denver Nuggets,3338,7102,940,2536,47.000844832441565,37.06624605678234,2398,4566,52.51861585632939,2017-18
Detroit Pistons,3208,7129,886,2373,44.999298639360354,37.336704593341764,2322,4756,48.82253994953742,2017-18
Golden State Warriors,3509,6979,926,2369,50.27940965754406,39.08822287885184,2583,4610,56.03036876355748,2017-18
Houston Rockets,3174,6906,1256,3470,45.96003475238923,36.195965417867434,1918,3436,55.820721769499414,2017-18
Indiana Pacers,3345,7083,741,2010,47.22575180008471,36.86567164179104,2604,5073,51.33057362507392,2017-18
LA Clippers,3302,7004,777,2196,47.14448886350657,35.38251366120219,2525,4808,52.51663893510815,2017-18
Los Angeles Lakers,3338,7248,822,2384,46.054083885209714,34.47986577181208,2516,4864,51.726973684210535,2017-18
Memphis Grizzlies,3013,6788,758,2152,44.38715380082498,35.22304832713755,2255,4636,48.641069887834334,2017-18
Miami Heat,3184,6997,903,2506,45.5052165213663,36.03351955307262,2281,4491,50.79046982854598,2017-18
Milwaukee Bucks,3257,6807,718,2024,47.84780373145291,35.47430830039526,2539,4783,53.08383859502405,2017-18
Minnesota Timberwolves,3365,7063,658,1845,47.642644768511964,35.66395663956639,2707,5218,51.87811422000767,2017-18
New Orleans Pelicans,3500,7241,837,2312,48.3358652119873,36.202422145328725,2663,4929,54.02718604179346,2017-18
New York Knicks,3334,7193,673,1914,46.35061865702767,35.1619644723093,2661,5279,50.40727410494412,2017-18
Oklahoma City Thunder,3271,7221,881,2491,45.2984351197895,35.367322360497795,2390,4730,50.52854122621564,2017-18
Orlando Magic,3182,7042,844,2405,45.18602669696109,35.093555093555096,2338,4637,50.42053051541945,2017-18
Philadelphia 76ers,3349,7098,901,2445,47.18230487461257,36.85071574642127,2448,4653,52.61121856866537,2017-18
Phoenix Suns,3153,7141,763,2286,44.15347990477524,33.37707786526684,2390,4855,49.22760041194645,2017-18
Portland Trail Blazers,3222,7132,845,2308,45.17666853617499,36.61178509532063,2377,4824,49.27446102819238,2017-18
Sacramento Kings,3179,7063,738,1967,45.00920288829109,37.51906456532791,2441,5096,47.90031397174254,2017-18
San Antonio Spurs,3202,6999,696,1977,45.74939277039577,35.204855842185125,2506,5022,49.90043807248109,2017-18
Toronto Raptors,3383,7169,968,2705,47.189287208815735,35.785582255083185,2415,4464,54.0994623655914,2017-18
Utah Jazz,3139,6797,887,2425,46.18213917904958,36.577319587628864,2252,4372,51.5096065873742,2017-18
Washington Wizards,3275,7018,814,2173,46.665716728412654,37.45973308789692,2461,4845,50.794633642930854,2017-18
Atlanta Hawks,3392,7524,1067,3034,45.08240297713982,35.16809492419248,2325,4490,51.781737193763924,2018-19
Boston Celtics,3451,7423,1032,2829,46.490637208675736,36.47932131495228,2419,4594,52.655637788419675,2018-19
Brooklyn Nets,3301,7358,1047,2965,44.86273443870617,35.31197301854975,2254,4393,51.30890052356021,2018-19
Charlotte Hornets,3297,7362,977,2783,44.7840260798696,35.106000718648936,2320,4579,50.66608429788163,2018-19
Chicago Bulls,3266,7205,745,2123,45.32963219986121,35.09185115402732,2521,5082,49.60645415190869,2018-19
Cleveland Cavaliers,3189,7184,847,2388,44.39031180400891,35.46901172529313,2342,4796,48.83236030025021,2018-19
Dallas Mavericks,3182,7122,1022,3002,44.67846110643078,34.0439706862092,2160,4120,52.42718446601942,2018-19
Denver Nuggets,3439,7384,903,2571,46.57367280606717,35.12252042007001,2536,4813,52.690629544982336,2018-19
Detroit Pistons,3185,7238,993,2854,44.00386847195358,34.79327259985985,2192,4384,50.0,2018-19
Golden State Warriors,3612,7361,1087,2824,49.06941991577231,38.491501416430594,2525,4537,55.653515538902354,2018-19
Houston Rockets,3218,7163,1323,3721,44.92531062404021,35.55495834453104,1895,3442,55.055200464846024,2018-19
Indiana Pacers,3390,7135,779,2081,47.51226348983882,37.433925997116766,2611,5054,51.66204986149584,2018-19
LA Clippers,3384,7178,821,2118,47.14405126776261,38.76298394711992,2563,5060,50.65217391304348,2018-19
Los Angeles Lakers,3491,7425,847,2541,47.01683501683502,33.33333333333333,2644,4884,54.13595413595414,2018-19
Memphis Grizzlies,3113,6924,811,2368,44.95956094742923,34.248310810810814,2302,4556,50.52677787532923,2018-19
Miami Heat,3251,7218,928,2658,45.04017733444167,34.91346877351392,2323,4560,50.94298245614035,2018-19
Milwaukee Bucks,3555,7471,1105,3134,47.583991433543034,35.25845564773453,2450,4337,56.4906617477519,2018-19
Minnesota Timberwolves,3413,7483,827,2357,45.610049445409594,35.08697496817989,2586,5126,50.44869293796332,2018-19
New Orleans Pelicans,3581,7563,842,2449,47.348935607563135,34.381380155165374,2739,5114,53.558858036761826,2018-19
New York Knicks,3134,7241,823,2421,43.28131473553377,33.99421726559273,2311,4820,47.94605809128631,2018-19
Oklahoma City Thunder,3497,7706,932,2677,45.38022320269919,34.81509152035861,2565,5029,51.00417578047326,2018-19
Orlando Magic,3316,7307,937,2633,45.38114137128781,35.58678313710597,2379,4674,50.898587933247754,2018-19
Philadelphia 76ers,3407,7233,889,2474,47.103553159131756,35.93371059013743,2518,4759,52.910275267913434,2018-19
Phoenix Suns,3289,7164,790,2400,45.91010608598548,32.916666666666664,2499,4764,52.455919395466,2018-19
Portland Trail Blazers,3470,7427,904,2520,46.72142183923522,35.87301587301587,2566,4907,52.29264316282861,2018-19
Sacramento Kings,3541,7637,927,2455,46.36637423071887,37.759674134419555,2614,5182,50.443844075646474,2018-19
San Antonio Spurs,3468,7248,812,2071,47.847682119205295,39.20811202317721,2656,5177,51.303843925053116,2018-19
Toronto Raptors,3460,7305,1015,2771,47.36481861738535,36.62937567665103,2445,4534,53.925893250992495,2018-19
Utah Jazz,3314,7082,993,2789,46.79469076532053,35.60415919684475,2321,4293,54.06475658047986,2018-19
Washington Wizards,3456,7387,930,2731,46.784892378502775,34.053460270963015,2526,4656,54.25257731958762,2018-19
Atlanta Hawks,2723,6067,805,2416,44.88214933245426,33.319536423841065,1918,3651,52.53355245138318,2019-20
Boston Celtics,2971,6448,905,2487,46.076302729528535,36.389223964616,2066,3961,52.15854582176218,2019-20
Brooklyn Nets,2908,6498,941,2746,44.752231455832565,34.2680262199563,1967,3752,52.42537313432835,2019-20
Charlotte Hornets,2425,5586,785,2231,43.41210168277838,35.186015239802785,1640,3355,48.8822652757079,2019-20
Chicago Bulls,2573,5762,793,2282,44.65463380770566,34.750219106047325,1780,3480,51.14942528735632,2019-20
Cleveland Cavaliers,2619,5715,727,2070,45.82677165354331,35.1207729468599,1892,3645,51.906721536351164,2019-20
Dallas Mavericks,3124,6772,1136,3095,46.13112817483756,36.7043618739903,1988,3677,54.065814522708735,2019-20
Denver Nuggets,3069,6488,801,2234,47.302712700369916,35.85496866606983,2268,4254,53.31452750352609,2019-20
Detroit Pistons,2595,5658,791,2157,45.86426299045599,36.671302735280484,1804,3501,51.52813481862325,2019-20
Golden State Warriors,2510,5730,678,2032,43.80453752181501,33.36614173228347,1832,3698,49.54029204975662,2019-20
Houston Rockets,2936,6512,1126,3261,45.08599508599509,34.52928549524686,1810,3251,55.6751768686558,2019-20
Indiana Pacers,3075,6457,743,2046,47.622735016261416,36.31476050830889,2332,4411,52.867830423940156,2019-20
LA Clippers,2992,6425,895,2410,46.56809338521401,37.136929460580916,2097,4015,52.22914072229141,2019-20
Los Angeles Lakers,3006,6269,782,2242,47.95023129685755,34.87957181088314,2224,4027,55.227216290042215,2019-20
Memphis Grizzlies,3106,6634,798,2297,46.819415134157374,34.7409664780148,2308,4337,53.21650910767812,2019-20
Miami Heat,2880,6160,979,2584,46.75324675324675,37.88699690402477,1901,3576,53.159955257270695,2019-20
Milwaukee Bucks,3160,6638,1007,2840,47.6047002109069,35.45774647887324,2153,3798,56.68773038441285,2019-20
Minnesota Timberwolves,2586,5865,853,2540,44.092071611253196,33.58267716535433,1733,3325,52.1203007518797,2019-20
New Orleans Pelicans,3065,6598,982,2656,46.45347074871173,36.97289156626506,2083,3942,52.84119736174531,2019-20
New York Knicks,2638,5896,631,1872,44.74219810040705,33.70726495726496,2007,4024,49.87574552683897,2019-20
Oklahoma City Thunder,2879,6156,770,2171,46.76738141650422,35.46752648549056,2109,3985,52.923462986198246,2019-20
Orlando Magic,2871,6468,807,2354,44.38775510204081,34.282073067119796,2064,4114,50.170150704910064,2019-20
Philadelphia 76ers,3000,6417,848,2307,46.75081813931744,36.75769397485912,2152,4110,52.360097323600975,2019-20
Phoenix Suns,3006,6429,831,2320,46.75688287447504,35.81896551724138,2175,4109,52.932587004137254,2019-20
Portland Trail Blazers,3122,6749,952,2525,46.258704993332344,37.7029702970297,2170,4224,51.373106060606055,2019-20
Sacramento Kings,2943,6364,914,2511,46.24450031426775,36.399840700915966,2029,3853,52.66026472878277,2019-20
San Antonio Spurs,2995,6350,760,2021,47.16535433070866,37.6051459673429,2235,4329,51.628551628551634,2019-20
Toronto Raptors,2897,6331,995,2663,45.758963828779024,37.363875328576796,1902,3668,51.853871319520174,2019-20
Utah Jazz,2886,6130,963,2537,47.07993474714519,37.95821836815136,1923,3593,53.52073476203729,2019-20
Washington Wizards,2990,6544,864,2345,45.69070904645477,36.84434968017057,2126,4199,50.63110264348655,2019-20
Atlanta Hawks,2937,6281,895,2402,46.760070052539405,37.26061615320566,2042,3879,52.642433616911575,2020-21
Boston Celtics,2985,6401,979,2618,46.63333854085299,37.39495798319328,2006,3783,53.02669838752313,2020-21
Brooklyn Nets,3106,6289,1020,2600,49.38782000318015,39.23076923076923,2086,3689,56.54648956356736,2020-21
Charlotte Hornets,2875,6324,985,2666,45.461733080328905,36.94673668417104,1890,3658,51.66757791142701,2020-21
Chicago Bulls,3035,6380,904,2446,47.5705329153605,36.95829926410466,2131,3934,54.168784951703095,2020-21
Cleveland Cavaliers,2778,6175,720,2141,44.987854251012145,33.629145259224664,2058,4034,51.01636093207734,2020-21
Dallas Mavericks,2958,6287,994,2744,47.04946715444568,36.224489795918366,1964,3543,55.43324865932825,2020-21
Denver Nuggets,3114,6422,927,2462,48.48956711304889,37.65231519090171,2187,3960,55.22727272727273,2020-21
Detroit Pistons,2783,6162,832,2370,45.16390782213567,35.105485232067515,1951,3792,51.45042194092827,2020-21
Golden State Warriors,2973,6347,1048,2789,46.8410272569718,37.57619218357834,1925,3558,54.10342889263631,2020-21
Houston Rockets,2826,6372,992,2923,44.35028248587571,33.93773520355799,1834,3449,53.174833285010145,2020-21
Indiana Pacers,3115,6567,889,2445,47.434140398964516,36.359918200409,2226,4122,54.00291120815138,2020-21
LA Clippers,3009,6242,1027,2498,48.205703300224286,41.1128903122498,1982,3744,52.93803418803419,2020-21
Los Angeles Lakers,2925,6197,796,2248,47.20025818944651,35.40925266903915,2129,3949,53.91238288174222,2020-21
Memphis Grizzlies,3085,6608,803,2258,46.68583535108959,35.56244464127546,2282,4350,52.45977011494253,2020-21
Miami Heat,2824,6029,932,2606,46.840272018576876,35.76362240982348,1892,3423,55.27315220566754,2020-21
Milwaukee Bucks,3221,6610,1038,2669,48.72919818456884,38.890970400899214,2183,3941,55.39203247906622,2020-21
Minnesota Timberwolves,2932,6546,944,2706,44.79071188512068,34.88543976348855,1988,3840,51.770833333333336,2020-21
New Orleans Pelicans,3060,6412,762,2190,47.72301933873987,34.794520547945204,2298,4222,54.42918048318332,2020-21
New York Knicks,2839,6225,847,2163,45.606425702811244,39.15857605177994,1992,4062,49.039881831610046,2020-21
Oklahoma City Thunder,2795,6338,857,2529,44.09908488482171,33.886911822854884,1938,3809,50.87949593069047,2020-21
Orlando Magic,2754,6423,784,2288,42.877160205511444,34.26573426573427,1970,4135,47.64207980652962,2020-21
Philadelphia 76ers,2981,6257,811,2169,47.64264024292792,37.390502535730754,2170,4088,53.082191780821915,2020-21
Phoenix Suns,3118,6357,940,2490,49.04829322007236,37.75100401606426,2178,3867,56.32273079906904,2020-21
Portland Trail Blazers,2973,6558,1132,2939,45.33394327538884,38.51650221163661,1841,3619,50.870406189555126,2020-21
Sacramento Kings,3067,6382,874,2400,48.057035412096525,36.41666666666667,2193,3982,55.07282772476143,2020-21
San Antonio Spurs,3014,6518,716,2046,46.24117827554465,34.99511241446726,2298,4472,51.38640429338104,2020-21
Toronto Raptors,2859,6383,1041,2831,44.790850697164345,36.77145884846344,1818,3552,51.182432432432435,2020-21
Utah Jazz,2971,6344,1205,3098,46.831651954602776,38.896061975468044,1766,3246,54.40542205791744,2020-21
Washington Wizards,3108,6547,733,2088,47.47212463723843,35.105363984674334,2375,4459,53.2630634671451,2020-21
Atlanta Hawks,3401,7241,1056,2821,46.968650738848226,37.43353420772776,2345,4420,53.05429864253394,2021-22
Boston Celtics,3341,7167,1085,3044,46.61643644481652,35.64388961892247,2256,4123,54.717438758185786,2021-22
Brooklyn Nets,3442,7251,940,2602,47.469314577299684,36.1260568793236,2502,4649,53.818025381802535,2021-22
Charlotte Hornets,3508,7497,1143,3130,46.79205015339469,36.51757188498402,2365,4367,54.15617128463476,2021-22
Chicago Bulls,3422,7127,872,2364,48.01459239511716,36.88663282571912,2550,4763,53.53768633214361,2021-22
Cleveland Cavaliers,3255,6940,953,2686,46.90201729106629,35.48026805658972,2302,4254,54.11377527033381,2021-22
Dallas Mavericks,3222,6982,1073,3063,46.14723574906903,35.03101534443356,2149,3919,54.83541719826487,2021-22
Denver Nuggets,3416,7079,1039,2944,48.25540330555163,35.29211956521739,2377,4135,57.48488512696493,2021-22
Detroit Pistons,3129,7267,925,2838,43.057657905600664,32.593375616631434,2204,4429,49.762926168435314,2021-22
Golden State Warriors,3323,7087,1176,3231,46.88866939466629,36.397400185701024,2147,3856,55.67946058091287,2021-22
Houston Rockets,3229,7083,1105,3170,45.588027671890444,34.85804416403786,2124,3913,54.28060311781242,2021-22
Indiana Pacers,3398,7338,997,2899,46.30689561188335,34.39116936874784,2401,4439,54.08875872944356,2021-22
LA Clippers,3285,7170,1047,2802,45.81589958158996,37.3661670235546,2238,4368,51.23626373626373,2021-22
Los Angeles Lakers,3415,7279,982,2826,46.91578513532079,34.74876150035386,2433,4453,54.637323152930605,2021-22
Memphis Grizzlies,3571,7739,945,2679,46.14291252099754,35.27435610302352,2626,5060,51.89723320158103,2021-22
Miami Heat,3246,6954,1114,2936,46.67817083692839,37.94277929155314,2132,4018,53.06122448979592,2021-22
Milwaukee Bucks,3429,7331,1153,3151,46.773973537034514,36.5915582354808,2276,4180,54.44976076555024,2021-22
Minnesota Timberwolves,3411,7458,1211,3386,45.73612228479485,35.76491435321913,2200,4072,54.02750491159135,2021-22
New Orleans Pelicans,3294,7212,873,2629,45.673876871880196,33.20654241156333,2421,4583,52.825660048003485,2021-22
New York Knicks,3088,7069,1082,3029,43.68368934785684,35.721360184879494,2006,4040,49.65346534653465,2021-22
Oklahoma City Thunder,3141,7310,991,3066,42.968536251709985,32.32224396607958,2150,4244,50.6597549481621,2021-22
Orlando Magic,3139,7240,999,3022,43.35635359116022,33.05757776307082,2140,4218,50.734945471787576,2021-22
Philadelphia 76ers,3230,6932,950,2608,46.59549913444893,36.42638036809816,2280,4324,52.72895467160037,2021-22
Phoenix Suns,3581,7389,951,2616,48.463932873189876,36.353211009174316,2630,4773,55.10161324114813,2021-22
Portland Trail Blazers,3161,7144,1043,3017,44.246920492721166,34.5707656612529,2118,4127,51.32057184395444,2021-22
Sacramento Kings,3321,7223,937,2722,45.97812543264572,34.42321822189566,2384,4501,52.96600755387691,2021-22
San Antonio Spurs,3546,7601,925,2626,46.651756347848966,35.224676313785224,2621,4975,52.68341708542713,2021-22
Toronto Raptors,3332,7489,979,2808,44.49192148484444,34.864672364672366,2353,4681,50.26703695791498,2021-22
Utah Jazz,3327,7067,1192,3308,47.077968020376396,36.03385731559855,2135,3759,56.79702048417133,2021-22
Washington Wizards,3327,7056,860,2512,47.15136054421769,34.23566878980891,2467,4544,54.29137323943662,2021-22
Atlanta Hawks,3658,7574,882,2505,48.29680485872723,35.20958083832335,2776,5069,54.76425330439929,2022-23
Boston Celtics,3460,7278,1315,3492,47.540533113492714,37.65750286368843,2145,3786,56.65610142630745,2022-23
Brooklyn Nets,3399,6978,1048,2771,48.71023215821152,37.82028148682786,2351,4207,55.883052056096986,2022-23
Charlotte Hornets,3385,7413,881,2669,45.6630244165655,33.00861745972274,2504,4744,52.78246205733558,2022-23
Chicago Bulls,3488,7116,854,2367,49.01630129286116,36.0794254330376,2634,4749,55.46430827542641,2022-23
Cleveland Cavaliers,3408,6984,950,2589,48.797250859106526,36.69370413286984,2458,4395,55.92718998862344,2022-23
Dallas Mavericks,3283,6909,1246,3362,47.5177304964539,37.06127305175491,2037,3547,57.4288130814773,2022-23
Denver Nuggets,3574,7088,969,2559,50.42325056433409,37.86635404454865,2605,4529,57.51821594170898,2022-23
Detroit Pistons,3244,7140,934,2659,45.43417366946779,35.125987213238055,2310,4481,51.55099308190137,2022-23
Golden State Warriors,3538,7393,1363,3540,47.85608007574733,38.50282485875706,2175,3853,56.4495198546587,2022-23
Houston Rockets,3329,7287,856,2619,45.68409496363387,32.684230622374955,2473,4668,52.9777206512425,2022-23
Indiana Pacers,3444,7345,1112,3030,46.88904016337644,36.6996699669967,2332,4315,54.04403244495944,2022-23
LA Clippers,3370,7060,1041,2734,47.73371104815864,38.0760790051207,2329,4326,53.837263060564034,2022-23
Los Angeles Lakers,3516,7298,885,2558,48.1775828994245,34.59734167318217,2631,4740,55.506329113924046,2022-23
Memphis Grizzlies,3585,7551,985,2807,47.47715534366309,35.090844317776984,2600,4744,54.80607082630692,2022-23
Miami Heat,3215,6991,980,2852,45.98769846946074,34.36185133239832,2235,4139,53.998550374486584,2022-23
Milwaukee Bucks,3504,7411,1217,3306,47.28106868168938,36.8118572292801,2287,4105,55.71254567600488,2022-23
Minnesota Timberwolves,3515,7167,997,2731,49.044230500906934,36.50677407543024,2518,4436,56.762849413886386,2022-23
New Orleans Pelicans,3447,7180,899,2468,48.008356545961,36.426256077795784,2548,4712,54.074702886247884,2022-23
New York Knicks,3444,7328,1037,2930,46.99781659388647,35.39249146757679,2407,4398,54.7294224647567,2022-23
Oklahoma City Thunder,3533,7590,995,2797,46.54808959156785,35.57382910260994,2538,4793,52.95222199040267,2022-23
Orlando Magic,3323,7074,883,2551,46.9748374328527,34.61387691101529,2440,4523,53.94649568870219,2022-23
Philadelphia 76ers,3347,6870,1035,2675,48.71906841339156,38.691588785046726,2312,4195,55.11323003575686,2022-23
Phoenix Suns,3453,7388,1001,2674,46.73795343800758,37.43455497382199,2452,4714,52.015273652948665,2022-23
Portland Trail Blazers,3317,7001,1056,2893,47.37894586487645,36.50190114068441,2261,4108,55.038948393378774,2022-23
Sacramento Kings,3573,7232,1128,3060,49.4054203539823,36.86274509803922,2445,4172,58.604985618408435,2022-23
San Antonio Spurs,3533,7593,911,2640,46.529698406426974,34.50757575757576,2622,4953,52.937613567534825,2022-23
Toronto Raptors,3434,7489,880,2626,45.85391908131927,33.51104341203351,2554,4863,52.519021180341355,2022-23
Utah Jazz,3485,7365,1094,3099,47.3183978275628,35.30171022910616,2391,4266,56.0478199718706,2022-23
Washington Wizards,3456,7127,925,2601,48.491651466255085,35.563244905805455,2531,4526,55.92134334953601,2022-23
Atlanta Hawks,3529,7584,1125,3092,46.53217299578059,36.38421733505822,2404,4492,53.517364203027604,2023-24
Boston Celtics,3601,7396,1351,3482,48.68848025959978,38.79954049396898,2250,3914,57.48594787940725,2023-24
Brooklyn Nets,3334,7307,1089,3010,45.62748049815246,36.179401993355484,2245,4297,52.24575285082616,2023-24
Charlotte Hornets,3281,7133,989,2788,45.99747651759428,35.47345767575323,2292,4345,52.75028768699654,2023-24
Chicago Bulls,3448,7339,941,2630,46.98187764000545,35.77946768060836,2507,4709,53.238479507326396,2023-24
Cleveland Cavaliers,3425,7148,1108,3016,47.915500839395634,36.737400530503976,2317,4132,56.074540174249755,2023-24
Dallas Mavericks,3535,7352,1197,3242,48.08215451577802,36.921653300431835,2338,4110,56.885644768856444,2023-24
Denver Nuggets,3610,7279,958,2560,49.59472455007556,37.421875,2652,4719,56.19834710743802,2023-24
Detroit Pistons,3353,7236,906,2602,46.33775566611387,34.81936971560338,2447,4634,52.805351747949935,2023-24
Golden State Warriors,3582,7515,1211,3191,47.66467065868263,37.95048574114698,2371,4324,54.83348751156337,2023-24
Houston Rockets,3425,7459,1043,2964,45.91768333556777,35.1889338731444,2382,4495,52.992213570634036,2023-24
Indiana Pacers,3855,7599,1082,2891,50.730359257797076,37.42649602213767,2773,4708,58.89974511469839,2023-24
LA Clippers,3473,7108,1036,2719,48.86043894203714,38.102243471864654,2437,4389,55.52517657780815,2023-24
Los Angeles Lakers,3580,7177,969,2572,49.881566113975204,37.67496111975117,2611,4605,56.699239956568945,2023-24
Memphis Grizzlies,3145,7229,1071,3097,43.50532577119934,34.58185340652244,2074,4132,50.19361084220716,2023-24
Miami Heat,3266,7022,1022,2765,46.51096553688408,36.9620253164557,2244,4257,52.71317829457365,2023-24
Milwaukee Bucks,3538,7258,1163,3122,48.7462110774318,37.25176169122357,2375,4136,57.42263056092843,2023-24
Minnesota Timberwolves,3383,6974,1037,2681,48.508746773731,38.67959716523685,2346,4293,54.647099930118806,2023-24
New Orleans Pelicans,3484,7165,1023,2673,48.62526168876483,38.2716049382716,2461,4492,54.78628673196795,2023-24
New York Knicks,3385,7272,1083,2936,46.54840484048405,36.88692098092643,2302,4336,53.09040590405905,2023-24
Oklahoma City Thunder,3653,7324,1090,2805,49.87711632987439,38.859180035650624,2563,4519,56.71608763000664,2023-24
Orlando Magic,3318,6964,903,2568,47.64503159103963,35.16355140186916,2415,4396,54.93630573248408,2023-24
Philadelphia 76ers,3404,7331,992,2733,46.43295594052653,36.2971094035858,2412,4598,52.457590256633324,2023-24
Phoenix Suns,3482,7063,1020,2671,49.299164660908964,38.187944590041184,2462,4392,56.056466302367944,2023-24
Portland Trail Blazers,3227,7356,939,2723,43.868950516585095,34.48402497245685,2288,4633,49.384847830779194,2023-24
Sacramento Kings,3553,7455,1178,3219,47.65928906773978,36.595215905560735,2375,4236,56.06704438149197,2023-24
San Antonio Spurs,3438,7436,1036,2983,46.23453469607316,34.73013744552464,2402,4453,53.941163260723116,2023-24
Toronto Raptors,3466,7356,942,2712,47.11799891245242,34.73451327433628,2524,4644,54.34969853574505,2023-24
Utah Jazz,3443,7371,1060,2993,46.71008004341338,35.415970598062145,2383,4378,54.43124714481499,2023-24
Washington Wizards,3523,7493,1015,2915,47.01721606833044,34.81989708404803,2508,4578,54.78374836173001,2023-24
